,prd_name,prd_brand,prd_price,prd_capa,prd_ingredients,prd_exp,prd_category
70,랙틱 애시드 10% + HA,디오디너리,"13,400",30ml,"정제수, 락틱애씨드(10%), 글리세린, 펜틸렌글라이콜, 프로판다이올, 소듐하이드록사이드, 소듐하이알루로네이트크로스폴리머, 마운틴페퍼열매추출물, 마운틴페퍼잎추출물, 아라비아고무나무검, 잔탄검, 아이소세테스-20, 트라이소듐에틸렌다이아민다이석시네이트, 에틸헥실글리세린, 1,2-헥산다이올, 카프릴릴글라이콜",개봉 후 12개월(제조연월 별도표기),스킨토너
71,레드 블레미쉬 클리어 모이스처 크림,닥터지,"39,000",70ml+30ml,"정제수, 글리세린, 2,3-부탄다이올, 하이드로제네이티드폴리(C6-14올레핀), 병풀추출물, 나이아신아마이드, 베타인, 비닐다이메티콘, 사이클로헥사실록세인, 1,2-헥산다이올, 세틸에틸헥사노에이트, 하이드로제네이티드폴리데센, 호호바에스터, 하이드로제네이티드레시틴, 소듐하이알루로네이트, 마카다미아씨오일, 하이드로제네이티드채종유, 카프릴릭/카프릭트라이글리세라이드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 헥실데실라우레이트, 헥실데칸올, 실리카, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, C14-22알코올, 아라키딜알코올, 팔미틱애씨드, C12-20알킬글루코사이드, 글리세릴스테아레이트, 다이프로필렌글라이콜, 알란토인, 스테아릭애씨드, 베헤닐알코올, 아라키딜글루코사이드, 카보머, 소듐스테아로일글루타메이트, 솔비탄아이소스테아레이트, 다이소듐이디티에이, 판테놀, 수크로오스다이스테아레이트, 부틸렌글라이콜, 글루코오스, 미리스틱애씨드, 세라마이드엔피, 마데카소사이드, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 피토스핑고신, 하이드록시아세토페논, 에틸헥실글리세린",개봉 전 36개월 (개봉 후 12개월),크림
72,레드 블레미쉬 클리어 수딩 크림,닥터지,"38,000",30ml(tube),"정제수, 글리세린, 부틸렌글라이콜, 다이카프릴릴에터, 나이아신아마이드, 1,2-헥산다이올, 하이드로제네이티드폴리데센, 펜틸렌글라이콜, 다이카프릴릴카보네이트, 비닐다이메티콘, 카프릴릴메티콘, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 판테놀, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 다이메티콘올, 폴리메틸실세스퀴옥세인, 트로메타민, 다이포타슘글리시리제이트, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 에틸헥실글리세린, 잔탄검, 병풀잎추출물, 프룩토올리고사카라이드, 소듐파이테이트, 알란토인, 락토바실러스발효물, 락토바실러스/콩발효추출물, 류코노스톡/무발효여과물, 효모발효추출물, 토코페롤, 에피갈로카테킨갈레이트, 마데카소사이드, 베타-글루칸, 병풀추출물, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드",36개월(개봉 후 12개월),크림
73,레드 블레미쉬 클리어 수딩 토너,닥터지,"39,000",500ml,"정제수, 다이프로필렌글라이콜, 프로판다이올, 펜틸렌글라이콜, 나이아신아마이드, 부틸렌글라이콜, 글리세린, 쇠비름추출물, 병풀추출물, 무화과추출물, 흰버드나무껍질추출물, 사탕수수추출물, 사과추출물, 케이프알로에잎추출물, 하이드로제네이티드레시틴, 판테놀, 라피노오스, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 다이소듐이디티에이, 베타인, 베타-글루칸, 마데카소사이드, 세라마이드엔피, 마데카식애씨드, 아시아티코사이드, 아시아틱애씨드, 에틸헥실글리세린, 1,2-헥산다이올, 카프릴릴글라이콜",30개월(개봉 후 12개월 이내 사용을 권장드립니다),스킨토너
74,레드 블레미쉬 포 맨 올인원 오일컷 로션,닥터지,"32,000",150ml+30ml,"정제수, 부틸렌글라이콜, 베타인, 카프릴릴메티콘, 나이아신아마이드, 실리카, 메틸트라이메티콘, 1,2-헥산다이올, 에리스리톨, 커피콩추출물, 사과추출물, 스테아릴다이메티콘, 소듐아크릴레이트코폴리머, 병풀추출물, 하이드록시아세토페논, 알지닌, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 카보머, 옥타데센, 폴리아크릴레이트-13, 에틸헥실글리세린, 녹차추출물, 메도우스위트꽃추출물, 사탕무뿌리추출물, 레몬추출물, 글루코노락톤, 아데노신, 하이드로제네이티드폴리아이소부텐, 레시틴, 다이소듐이디티에이, 폴리글리세릴-10라우레이트, 에틸헥실팔미테이트, 솔비탄아이소스테아레이트, 다이프로필렌글라이콜, 하이드롤라이즈드하이알루로닉애씨드, 하이드로제네이티드레시틴, 판테놀, 수크로오스다이스테아레이트, 마데카소사이드, 세라마이드엔피, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드",36개월(개봉후12개월),로션
75,레드 블레미쉬 포 맨 올인원 크림,닥터지,"29,700",+30ml,"정제수, 프로판다이올, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 메틸프로판다이올, 트라이에틸헥사노인, 나이아신아마이드, 아라키딜알코올, 판테놀, 비닐다이메티콘, 베헤닐알코올, 1,2-헥산다이올, 글리세릴스테아레이트에스이, 포타슘세틸포스페이트, 폴리글리세릴-2스테아레이트, 아라키딜글루코사이드, 글리세릴글루코사이드, 폴리아크릴레이트크로스폴리머-6, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 카프릴릴글라이콜, 세테아릴올리베이트, 세테아릴알코올, 글리세릴스테아레이트, 스테아릴알코올, 솔비탄올리베이트, 하이드로제네이티드레시틴, 글리세린, 토코페롤, 에틸헥실글리세린, 프룩탄, 세라마이드엔피, 아데노신, 글루코노락톤, 다이소듐이디티에이, 글루코오스, 폴리글리세릴-3다이스테아레이트, 콜레스테롤, 병풀추출물, 팔미틱애씨드, 글리세릴스테아레이트시트레이트, 다이펩타이드-2, 마데카소사이드, 마데카식애씨드, 아시아티코사이드, 아시아틱애씨드, 벤질글라이콜, 하이드롤라이즈드글라이코사미노글리칸, 스테아릭애씨드, 미리스틱애씨드, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트",개봉전 36개월 (개봉후 12개월),로션
76,레드 블레미쉬 포 맨 올인원 플루이드,닥터지,"32,000",150ml,"정제수, 나이아신아마이드, 아이소도데케인, 카프릴릴메티콘, 메틸프로판다이올, 1,2-헥산다이올, 다이프로필렌글라이콜, 프로판다이올, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드폴리(C6-14올레핀), 다이메티콘/비닐다이메티콘크로스폴리머, 폴리글리세릴-2스테아레이트, C14-22알코올, C12-16알코올, 글리세릴스테아레이트, 스테아릴알코올, 부틸렌글라이콜, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, C12-20알킬글루코사이드, 소듐폴리아크릴로일다이메틸타우레이트, 하이드로제네이티드레시틴, 팔미틱애씨드, 소듐하이알루로네이트, 아데노신, 트로메타민, 병풀추출물, 호장근뿌리추출물, 잔탄검, 황금추출물, 다이소듐이디티에이, 녹차추출물, 스페인감초뿌리추출물, 마트리카리아꽃추출물, 로즈마리잎추출물, 글루코오스, 글루코노락톤, 세라마이드엔피, 티트리잎오일, 말토덱스트린, 마데카소사이드, 사카라이드하이드롤리세이트, 아보카도열매추출물, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 다시마추출물, 당느릅나무뿌리추출물, 알로에베라잎추출물, 참마뿌리추출물, 제비꽃꽃추추물",3년(개봉후 12개월 이내 사용 권장),로션
77,레드블레미쉬 클리어 수딩 액티브 에센스,닥터지,"40,000",80ml,"약모밀추출물, 병풀추출물, 정제수, 프로판다이올, 다이프로필렌글라이콜, 글리세린, 케이프알로에잎추출물, 나이아신아마이드, 1,2-헥산다이올, 펜틸렌글라이콜, 엑토인, 알란토인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 마데카소사이드, 부틸렌글라이콜, 판테놀, 카프릴릴글라이콜, 트로메타민, 구주호랑가시나무잎추출물, 다이소듐이디티에이, 카프릴릭/카프릭트라이글리세라이드, 올리브오일, 시어버터, 하이드로제네이티드레시틴, 스쿠알란, 쇠비름추출물, 소나무잎추출물, 유자추출물, 베타-글루칸, 개똥쑥추출물, 씨홀리추출물, 서양톱풀꽃추출물, 에틸헥실글리세린, 콜레스테롤, 세라마이드엔피, 피토스핑고신, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드",36개월(개봉후 12개월 이내 사용 권장),세럼
78,레드수딩 AI 라이트 크림,피지오겔,"32,000",50ml,"정제수, 펜틸렌글라이콜, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 시어버터, 베헤닐알코올, 판테놀, 스쿠알란, 세틸알코올, 하이드로제네이티드레시틴, 베헤닉애씨드, 아이소스테아릴아이소스테아레이트, 카프릴릴글라이콜, 폴리아크릴레이트크로스폴리머-6, 팔미타마이드엠이에이, 소듐카보머, 아세타마이드엠이에이, 소듐하이알루로네이트, 판토락톤, 사코신, T-부틸알코올, 세라마이드엔피",제조일로부터 36개월,세럼
79,레드수딩 AI 진정보습 로션,피지오겔,"37,500",200ml,"정제수, 카프릴릭/카프릭트리글리세라이드, 글리세린, 펜틸렌글라이콜, 쉐어버 터, 하이드로제네이티드레시틴, 팔미타마이드엠이에이, 하이드록시에칠셀룰로 오스, 카프릴릴글라이콜, 잔탄검, 베타인, 스쿠알란, 사코신, 아세트아마이드엠 이에이, 소듐카보머, 카보머, 세라마이드엔피(세라마이드3)",제조일자로부터 36개월,로션
80,레드수딩 AI 크림,피지오겔,"49,900",100ml+30ml,"정제수, 올리브오일, 글리세린, 펜틸렌글라이콜, 식물성오일, 오일팜오일, 하이드로제네이티드레시틴, 스쿠알란, 베타인, 팔미타마이드엠이에이, 아세타마이드엠이에이, 사코신, 하이드록시에틸셀룰로오스, 카보머, 소듐카보머, 잔탄검",제조일자로부터 36개월,크림
81,레드수딩 시카 밸런스 토너,피지오겔,"28,000",200ml+50ml,"정제수, 부틸렌글라이콜, 1,2-헥산다이올, 프로판다이올, 글리세린, 나이아신아마이드, 판테놀, 알란토인, 카보머, 트로메타민, 마데카소사이드(250 ppm), 트라이소듐이디티에이, 사코신, 하이드록시에틸셀룰로오스, 아세타마이드엠이에이, 베타-글루칸, 팔미타마이드엠이에이, 스쿠알란, 아시아티코사이드(0.40 ppm), 마데카식애씨드(0.35 ppm), 아시아틱애씨드(0.25 ppm), 카프릴릭/카프릭트라이글리세라이드, 세라마이드엔피, 하이드로제네이티드레시틴",제조일로부터 36개월,스킨토너
82,레드수딩 시카밸런스 크림,피지오겔,"30,000",50ml+50ml,"정제수, 하이드로제네이티드폴리아이소부텐, 부틸렌글라이콜, 다이프로필렌글라이콜, 1,2-헥산다이올, 글리세린, 하이드로제네이티드폴리데센, 나이아신아마이드, 판테놀, 트레할로오스, 스쿠알란, 카프릴릭/카프릭트라이글리세라이드, 베타-글루칸, 폴리메틸실세스퀴옥세인, 솔비탄아이소스테아레이트, 아세타마이드엠이에이, 사코신, 팔미타마이드엠이에이, 세라마이드엔피, 하이드로제네이티드레시틴, 마데카소사이드(245 ppm), 아시아티코사이드(0.40 ppm), 마데카식애씨드(0.35 ppm), 아시아틱애씨드(0.25 ppm), 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 트로메타민","개봉 전 36개월, 개봉 후 12개월",크림
83,레머디스 와일드 로즈 뷰티 세럼,닐스야드 레머디스,"98,000",30ml,"정제수, 글리세린, 세테아릴올리베이트, 솔비탄올리베이트, 소듐하이알루로네이트, 세테아릴글루코사이드, 울금뿌리추출물, 레불리닉애씨드, 로즈힙열매오일(0.2%), 센티드제라늄꽃오일, 보스웰리아",제조일로부터 24개월,세럼
84,레스베라트롤 3% + 페룰릭 애시드 3%,디오디너리,"15,100",30ml,"프로판다이올, 레스베라트롤(3%), 페룰릭애시드(3%)","개봉 전 36개월, 개봉 후 6개월(제조연월 별도 표기)",세럼
85,레티노이드 5% 인 스쿠알란,디오디너리,"24,300",30ml,"스쿠알란, C12-15알킬벤조에이트, 비사보롤, 카프릴릭/카프릭트라이글리세라이드, 다이메틸아이소소바이드, 호호바씨오일, 하이드록시피나콜론레티노에이트, 토마토추출물, 로즈마리잎추출물, 하이드록시메톡시페닐데카논","개봉 전 36개월, 개봉 후 3개월(제조연월 별도 표기)",세럼
86,레티노콜라겐 저분자 300 집중크림,CKD,"38,000",25ml,"수용성콜라겐(55%), 글리세린, 정제수, 사이클로헥사실록세인, 프로판다이올, 나이아신아마이드, 다이카프릴릴에터, 베타인, 펜타에리스리틸테트라에틸헥사노에이트, 하이드로제네이티드폴리(C6-14올레핀), 세틸알코올, 세테아릴알코올, 세테아릴올리베이트, 솔비탄올리베이트, 카프릴릭/카프릭트라이글리세라이드, 다시마추출물, 한련초잎추출물, 병풀추출물, 무화과추출물, 인도멀구슬나무꽃추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 홀리바질잎추출물, 참산호말추출물, 향기제비꽃잎추출물, 하이드로제네이티드레시틴, 팔마로사오일, 베르가모트오일, 올리브오일, 센티드제라늄꽃오일, 라벤더오일, 캐모마일꽃오일, 연필향나무오일, 오렌지껍질오일, 로즈우드오일, 화이트참파카꽃오일, 소듐하이알루로네이트, 멕시칸주니퍼오일, 오렌지꽃오일, 폴리글리세릴-2스테아레이트, 베헤닐알코올, 글리세릴스테아레이트, 소듐스테아로일글루타메이트, 스테아릴알코올, 펜타에리스리틸다이스테아레이트, 소듐폴리아크릴로일다이메틸타우레이트, 글리세릴스테아레이트에스이, 하이드롤라이즈드콜라겐(2,500ppm), 부틸렌글라이콜, 콜레스테롤, 잔탄검, 하이드롤라이즈드엘라스틴, 아데노신, 프룩토올리고사카라이드, 다이소듐이디티에이, 세라마이드엔피, 베타-글루칸, 레틴알(200ppm), 하이드롤라이즈드하이알루로닉애씨드, 솔비탄라우레이트, 글라이신, 수크로오스다이스테아레이트, 세린, 글루타믹애씨드, 하이드록시에틸셀룰로오스, 아세틸다이펩타이드-1세틸에스터, 아스파틱애씨드, 다이프로필렌글라이콜, 류신, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 발린, 트레오닌, 프롤린, 아이소류신, 히스티딘, 메티오닌, 시스테인, 소듐아세틸레이티드하이알루로네이트, 노나펩타이드-1, 아세틸헥사펩타이드-8, 카퍼트라이펩타이드-1, 트라이펩타이드-1, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 팔미토일펜타펩타이드-4, 헥사펩타이드-9, 1,2-헥산다이올, 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트, 하이드록시아세토페논, 에틸헥실글리세린, 카프릴릴글라이콜, 제라니올, 리모넨, 리날룰, 시트로넬올, 시트랄",제조일로부터 36개월 / 개봉 후 12개월,세럼
87,레티노콜라겐 저분자 300 콜라겐 펌핑 앰플,CKD,"34,000",30ml,"하이드롤라이즈드콜라겐추출물(55%), 글리세린, 부틸렌글라이콜, 프로판다이올, 정제수, 베타인, 카프릴릭/카프릭트라이글리세라이드, 1,2-헥산다이올, 메틸프로판다이올, 나이아신아마이드, 하이드롤라이즈드콜라겐(5,960ppm), 마카다미아씨오일, 베르가모트오일, 소듐하이알루로네이트, 라벤더오일, 레틴알(50ppm), 클레리오일, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 판테놀, 메틸글루세스-10, 폴리글리세릴-10라우레이트, 스쿠알란, 하이드로제네이티드레시틴, 다이에톡시에틸석시네이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 트로메타민, 다이페닐다이메티콘, 트라이에틸헥사노인, 에틸헥실글리세린, 폴리쿼터늄-51, 아데노신, 다이포타슘글리시리제이트, 실리카, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 알란토인, 소듐파이테이트, 콜레스테롤, 유채스테롤, 피이지-5레이프씨드스테롤, 소듐하이알루로네이트크로스폴리머, 세테스-3, 세테스-5, 하이드롤라이즈드글라이코사미노글리칸, 토코페롤, 알루미늄/마그네슘하이드록사이드스테아레이트, 토코페릴아세테이트, 글라이신, 포타슘세틸포스페이트, 세린, 글루타믹애씨드, 펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트, 벤질글라이콜, 아스파틱애씨드, 류신, 팔미토일트라이펩타이드-5, 다이프로필렌글라이콜, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 발린, 아이소류신, 히스티딘, 시스테인, 메티오닌, 펜틸렌글라이콜 하이드롤라이즈드엘라스틴, 카프릴릴/카프릴글루코사이드, 다이포타슘포스페이트, 아세틸글루타민, 풀루란, 세라마이드엔피, 셀룰로오스검, 카보머, 다이소듐이디티에이, 리모넨, 리날룰",제조일로부터 36개월 / 개봉 후 12개월,세럼
88,레티노콜라겐 저분자 300 크림,CKD,"38,000",40ml,"수용성콜라겐(53%), 하이드로제네이티드폴리데센, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 펜타에리스리틸테트라에틸헥사노에이트, 사이클로헥사실록세인, 글리세릴스테아레이트, 세테아릴알코올, 나이아신아마이드, 정제수, 폴리글리세릴-6다이스테아레이트, 하이드로제네이티드레시틴, 폴리글리세릴-10라우레이트, 글리세릴폴리메타크릴레이트, 황벽나무껍질추출물, 향기제비꽃잎추출물, 소듐하이알루로네이트, 팔마로사오일, 베르가모트오일, 올리브오일, 센티드제라늄꽃오일, 라벤더오일, 캐모마일꽃오일, 연필향나무오일, 오렌지껍질오일, 로즈우드오일, 화이트참파카꽃오일, 멕시칸주니퍼오일, 오렌지꽃오일, 판테놀, 하이드롤라이즈드콜라겐(1,000pppm), 다이프로필렌글라이콜, 비즈왁스, 소듐스테아로일글루타메이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 알라닌, 페닐알라닌, 호호바에스터, 다이카프릴릴에터, 세틸알코올, 라이신, 폴리글리세릴-3비즈왁스, 부틸렌글라이콜, 잔탄검, 알지닌, 아데노신, 다이소듐이디티에이, 발린, 트레오닌, 베헤닐알코올, 솔비탄아이소스테아레이트, 소듐라우레이트, 타이로신, 글리세릴스테아레이트에스이, 레틴알(100ppm), 라우릭애씨드, 솔비탄라우레이트, 세라마이드엔피, 콜레스테롤, 글라이신, 수크로오스다이스테아레이트, 세린, 글루타믹애씨드, 하이드록시에틸셀룰로오스, 프롤린, 아세틸다이펩타이드-1세틸에스터, 아스파틱애씨드, 류신, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트, 아이소류신, 히스티딘, 하이알루로닉애씨드, 엘라스틴, 포스포리피드, 메티오닌, 카퍼트라이펩타이드-1, 트라이펩타이드-1, 아세틸헥사펩타이드-8, 헥사펩타이드-9, 팔미토일펜타펩타이드-4, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 노나펩타이드-1, 시스테인, 1,2-헥산다이올, 하이드록시아세토페논, 에틸헥실글리세린, 카프릴릴글라이콜, 제라니올, 리모넨, 리날룰, 시트로넬올, 시트랄",제조일로부터 36개월 / 개봉 후 12개월,세럼
89,레티노타이트닝 비타민A 레티놀 앰플,닥터오라클,"34,000",50ml,"정제수, 부틸렌글라이콜, 하이드로제네이티드폴리(C6-14올레핀), 1,2-헥산다이올, 나이아신아마이드, 세틸에틸헥사노에이트, 펜타에리스리틸테트라에틸헥사노에이트, 하이드록시피나콜론레티노에이트(1,000ppm), 아데노신, 판테놀, 알란토인, 소듐하이알루로네이트, 하이드롤라이즈드글라이코사미노글리칸, 다이포타슘글리시리제이트, 병풀추출물, 녹차추출물, 마트리카리아꽃/잎추출물, 버지니아풍년화잎추출물, 베타인, 토코페롤, 글리세린, 하이드로제네이티드식물성오일, 카보머, 판토락톤, 에틸헥실글리세린, 글리세릴스테아레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 스테아릭애씨드, 세테아릴알코올, 베헤닐알코올, 트로메타민, 다이메틸아이소소바이드, 다이소듐이디티에이, 다이메티콘, 향료",제조일로부터36개월(개봉후12개월),세럼
90,레티놀 0.2% 인 스쿠알란,디오디너리,"10,700",30ml,"스쿠알란,카프릴릭/카프릭트라이글리세라이드, 호호바씨오일, 레티놀(0.2%), 토마추출물, 로즈마리잎추출물, 하이드록시메톡시페닐데카논, 비에이치티","개봉 전 36개월, 개봉 후 3개월(제조연월 별도표기)",세럼
91,레티놀 0.5% 인 스쿠알란,디오디너리,"11,400",30ml,"스쿠알란,카프릴릭/카프릭트라이글리세라이드,호호바씨오일,레티놀(0.5%),토마추출물,로즈마리잎추출물,하이드록시메톡시페닐데카논,비에이치티","개봉 전 36개월, 개봉 후 3개월(제조연월 별도표기)",세럼
92,레티놀 1% 인 스쿠알란,디오디너리,"12,300",30ml,"스쿠알란,카프릴릭/카프릭트라이글리세라이드,호호바씨오일,레티놀(1%),토마추출물,로즈마리잎추출물,하이드록시메톡시페닐데카논,비에이치티","개봉 전 36개월, 개봉 후 3개월(제조연월 별도표기)",세럼
93,레티놀 슈퍼 바운스 세럼,아이오페,"50,000",30ml,가 느껴질 수 있습니다. *레티놀 성분의 신선도 유지를,개봉 전 36개월 개봉 후 12개월,세럼
94,레티놀 시카 흔적 앰플,이니스프리,"40,000",-,"정제수, 글리세린, 부틸렌글라이콜, 나이아신아마이드, 다이부틸아디페이트, 카프릴릭/카프릭트라이글리세라이드, 1,2-헥산다이올, 하이드로제네이티드레시틴, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 해바라기씨오일, 콜레스테롤, 알란토인, 돌콩오일, 토코페롤, 토코페릴아세테이트, 소듐메틸스테아로일타우레이트, 프로판다이올, 당근추출물, 에틸헥실글리세린, 아데노신, 아시아티코사이드, 마데카식애씨드, 녹차씨추출물, 아시아틱애씨드, 레티놀(500IU/g), 스테아릴글리시레티네이트, 하이알루로닉애씨드, 만니톨, 세라마이드엔피, 베타-글루칸, 베타-카로틴, 피토스핑고신, 비에이치티, 살리실릭애씨드, 아세틸테트라펩타이드-11",제조일로부터 36개월 / 개봉후 12개월 (상품 발송일 기준으로 사용 기한이 1년 이상 남은 상품만을 판매 합니다),세럼
95,레티놀 흔적 리페어 앰플,시드물,"21,800",30ml,"정제수,글리세린,부틸렌글라이콜,스쿠알란,나이아신아마이드,마데카소사이드(0.5%),바쿠치올(0.5%),",제조년월일: 2022년 10월 17일(730일),세럼
96,레티놀라겐 모공탄력 앰플,피캄,"29,000",30ml,"정제수, 글루코노락톤, 메틸프로판다이올, 글리세린, 프로판다이올, 폴리글리세린-3, 트로메타민, 나이아신아마이드, 1,2-헥산다이올, 수용성콜라겐 (10192ppm), C12-14알케스-12, 다이메티콘, 메틸글루세스-20, 메틸글루세스-10, 글리세레스-26, 황련추출물, 하이드록시에틸셀룰로오스, 카프릴릭/카프릭트라이글리세라이드, 소듐폴리아크릴로일다이메틸타우레이트, 레시틴, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 한련초추출물, 아이비고드열매추출물, 석시닉애씨드, 소듐폴리아크릴레이트, 에틸헥실글리세린, 알란토인, 부틸렌글라이콜, 아데노신, 향기제비꽃/잎추출물, 서양송악잎/줄기추출물, 광곽향오일, 지치뿌리추출물, 스피어민트추출물, 양까막까치밥나무열매추출물, 석류추출물, 락토바실러스발효물, 팔마로사오일, 라반딘오일, 로즈마리잎오일, 허니로커스트씨추출물, 글리세릴카프릴레이트, 폴리락틱애씨드, 마카다미아씨오일, 하이드로제네이티드레시틴, 폴리글리세릴-10라우레이트, 콜레스테롤, 실리카, 레틴알, 유채스테롤, 세테스-5, 세테스-3, 포타슘세틸포스페이트, 펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트, 바쿠치올, 다이소듐이디티에이","제조일로부터 36개월, 개봉 후 12개월 이내 사용 권장",세럼
97,로더 갈색병 세럼 기획,에스티로더,"124,000",7ml,"정제수,비피다발효용해물,피이지-8,프로판다이올,비스-피이지-18메틸에터다이메틸실레인,메틸글루세스-20,글리세레스-26,피이지-75,부틸렌글라이콜,바오밥나무씨추출물,트리펩타이드-32,소듐하이알루로네이트,효모추출물,락토바실러스발효물,콜라나무씨추출물,캐모마일꽃추출물,하이드롤라이즈드알진,판테틴,카페인,레시틴,소듐알엔에이,비사보롤,스쿠알란,글리세린,올레스-3포스페이트,카프릴릴글라이콜,올레스-3,올레스-5,콜레스-24,하이드로제네이티드레시틴,호호바왁스피이지-120에스터,세테스-24,토코페릴아세테이트,카보머,트라이에탄올아민,테트라소듐이디티에이,비에이치티,잔탄검,포타슘솔베이트,다이소듐이디티에이,페녹시에탄올,적색504호,황색4호",제조일로부터 36개월,세럼
98,로더 어드밴스드 나이트 리페어 갈색병 세럼,에스티로더,"34,000",7ml,"정제수,비피다발효용해물,피이지-8,프로판다이올,비스-피이지-18메틸에터다이메틸실레인,메틸글루세스-20,글리세레스-26,피이지-75,부틸렌글라이콜,바오밥나무씨추출물,트리펩타이드-32,소듐하이알루로네이트,효모추출물,락토바실러스발효물,콜라나무씨추출물,캐모마일꽃추출물,하이드롤라이즈드알진,판테틴,카페인,레시틴,소듐알엔에이,비사보롤,스쿠알란,글리세린,올레스-3포스페이트,카프릴릴글라이콜,올레스-3,올레스-5,콜레스-24,하이드로제네이티드레시틴,호호바왁스피이지-120에스터,세테스-24,토코페릴아세테이트,카보머,트라이에탄올아민,테트라소듐이디티에이,비에이치티,잔탄검,포타슘솔베이트,다이소듐이디티에이,페녹시에탄올,적색504호,황색4호 (ILN47580) 제공된 성분은 동일 제품이라도 경우에 따라 변경될 수 있습니다. 최신정보는 제품 포장의 성분을 참고하시거나 본사 고객관리지원팀으로 연락 부탁 드립니다.",제조일로부터 36개월,세럼
99,로얄 블랙 스네일 퍼스트 에센스,닥터지,"38,000",165ml,"달팽이점액여과물(75%), 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 판테놀, 자이모모나스발효추출물, 꿀추출물, 하이드롤라이즈드로얄젤리단백질, 하이드로제네이티드레시틴, 소듐하이알루로네이트, 다이페닐다이메티콘, 정제수, 트라이에틸헥사노인, 베타인, 말토덱스트린, 폴리글리세릴-10올리에이트, 다이소듐이디티에이, 아데노신, 시어버터, 카라멜, 페네틸알코올, 에틸헥실글리세린, 향료",36개월(개봉후 12개월 이내 사용을 권장해 드립니다.),세럼
100,로열허니 프로폴리스 인리치 에센스,스킨푸드,"32,000",50ml+50ml,"프로폴리스추출물. 꿀추출물. 로얄젤리추출물. 부틸렌글라이콜. 디프로필렌글라이콜. 마치현추출물. 글리세린. 베타-글루칸. 락토바실러스발효물. 효모발효물. 소듐하이알루로네이트. 하이드록시에칠셀룰로오스, 디소듐이디티에이, 카보머, 알지닌",제조일로부터 36개월 / 개봉후 12개월,세럼
