,prd_name,prd_brand,prd_price,prd_capa,prd_ingredients,prd_exp,prd_category
253,아크니닥터 1st 스피디 스팟,아이소이,"24,800",응급스팟:14ml,"정제수, 에탄올, 부틸렌글라이콜, 잔탄검, 폴리글리세릴-10라우레이트, 글리세린, 다마스크장미꽃오일(불가리아 공인), 카프릴릭/카프릭트라이글리세라이드, 티트리잎오일, 흰버드나무잎추출물, 올리브나무잎추출물, 스페인감초뿌리추출물, 쇠뜨기추출물, 유채추출물, 약모밀추출물, 병풀추출물, 베타-글루칸, 밤껍질추출물, 붉나무충영추출물, 황금추출물, 모란뿌리추출물, 시트로넬올, 제라니올",제조일자로부터 3년 개봉 후 6개월 사용권장,세럼
254,아크니닥터 1st 응급진정세럼,아이소이,"32,000",40ml+10ml,"정제수, 글리세린, 에탄올(식물발효), 카프릴릭/카프릭트라이글리세라이드, 베타인, 마카다미아씨오일, 세테아릴알코올,","제조일자로부터 3년, 개봉 후 6개월 사용권장",세럼
255,아크니닥터 1st 컨트롤 세럼,아이소이,"32,000",40ml,"정제수, 글리세린, 에탄올(식물발효), 카프릴릭/카프릭트라이글리세라이드, 베타인, 마카다미아씨오일, 세테아릴알코올,","제조일자로부터 3년, 개봉 후 6개월 사용권장",세럼
256,아크니닥터 응급스팟,아이소이,"24,800",응급스팟14ml+응급진정세럼10ml,"정제수, 에탄올, 부틸렌글라이콜, 잔탄검, 폴리글리세릴-10라우레이트, 글리세린, 다마스크장미꽃오일(불가리아 공인), 카프릴릭/카프릭트라이글리세라이드, 티트리잎오일, 흰버드나무잎추출물, 올리브나무잎추출물, 스페인감초뿌리추출물, 쇠뜨기추출물, 유채추출물, 약모밀추출물, 병풀추출물, 베타-글루칸, 밤껍질추출물, 붉나무충영추출물, 황금추출물, 모란뿌리추출물, 시트로넬올, 제라니올",제조일자로부터 3년 개봉 후 6개월 사용권장,세럼
257,아토베리어365 로션,에스트라,"33,000",150ml,"정제수, 부틸렌글라이콜, 글리세린, 다이메티콘, 스쿠알란, 펜타에리스리틸테트라아이소스테아레이트, 베타인, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 카프릴릭/카프릭트라이글리세라이드, 팔미틱애씨드, 1,2-헥산다이올, 스테아릭애씨드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 글리세릴스테아레이트, 하이드록시프로필비스팔미타마이드엠이에이, 글리세릴스테아레이트시트레이트, 콜레스테롤, 나이아신아마이드, 다이메티콘올, 하이드록시프로필비스라우라마이드엠이에이, 베헤닐알코올, 글리세릴카프릴레이트, 카보머, 다이소듐이디티에이, 에틸헥실글리세린, 트로메타민, 솔비탄아이소스테아레이트, 피토스핑고신, 만니톨, 세라마이드엔피, 토코페롤, 하이드로제네이티드레시틴, 아크릴레이트/암모늄메타크릴레이트코폴리머, 실리카, 스핑고리피드, 아라키딕애씨드, 올레익애씨드",36개월 (개봉 후 1년),로션
258,아토베리어365 크림,에스트라,"33,000",80ml,"정제수, 부틸렌글라이콜, 글리세린, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 세틸에틸헥사노에이트, 스쿠알란, 펜타에리스리틸테트라아이소스테아레이트, 다이카프릴릴카보네이트, 베헤닐알코올, 다이메티콘, 하이드록시프로필비스팔미타마이드엠이에이, 스테아릭애씨드, 베타인, 만니톨, C14-22알코올, 팔미틱애씨드, 하이드록시프로필비스라우라마이드엠이에이, 아라키딜알코올, 콜레스테롤, 폴리아크릴레이트-13, C12-20알킬글루코사이드, 알란토인, 아라키딜글루코사이드, 나이아신아마이드, 세라마이드엔피, 글리세릴카프릴레이트, 에틸헥실글리세린, 하이드로제네이티드폴리아이소부텐, 카보머, 트로메타민, 다이메티콘올, 폴리글리세릴-10라우레이트, 하이드로제네이티드레시틴, 에틸헥실팔미테이트, 아크릴레이트/암모늄메타크릴레이트코폴리머, 솔비탄아이소스테아레이트, 실리카, 피토스핑고신, 스핑고리피드, 아라키딕애씨드, 토코페롤, 올레익애씨드",36개월 (개봉 후 1년),크림
259,아토베리어365 하이드로 수딩크림,에스트라,"33,000",60ml,"정제수, 프로판다이올, 글리세린, 페닐트라이메티콘, 메틸트라이메티콘, 1,2-헥산다이올, 트레할로오스, 다이카프릴릴카보네이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 하이드로제네이티드레시틴, 하이드로제네이티드폴리아이소부텐, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 세테아릴알코올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글리세릴카프릴레이트, 글리세릴스테아레이트, 트로메타민, 다이소듐이디티에이, 에틸헥실글리세린, 스테아릭애씨드, 팔미틱애씨드, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 솔비탄아이소스테아레이트, 만니톨, 알지닌, 세린, 수크로오스, 피씨에이, 시트룰린, 글라이코젠, 히스티딘에이치씨엘, 알라닌, 토코페롤, 하이드록시프로필비스팔미타마이드엠이에이, 트레오닌, 글루타믹애씨드, 미리스틱애씨드, 아라키딕애씨드, 라이신에이치씨엘, 아크릴레이트/암모늄메타크릴레이트코폴리머, 콜레스테롤, 실리카",36개월 (개봉 후 1년),크림
260,아토베리어365 하이드로 에센스,에스트라,"32,000",200ml,"정제수, 부틸렌글라이콜, 글리세린, 스쿠알란, 1,2-헥산다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카보머, 트로메타민, 글리세릴카프릴레이트, 에틸헥실글리세린, 다이소듐이디티에이, 낫토검, 스테아릭애씨드, 하이드록시프로필비스팔미타마이드엠이에이, 만니톨, 피씨에이, 락틱애씨드, 글루코오스, 글라이신, 우레아, 소듐글리세로포스페이트, 세린, 글루타믹애씨드, 토코페롤, 아크릴레이트/암모늄메타크릴레이트코폴리머, 포타슘마그네슘아스파테이트, 아스파틱애씨드, 류신, 소듐클로라이드, 알라닌, 라이신, 알지닌, 칼슘글루코네이트, 마그네슘글루코네이트, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 발린, 아이소류신, 시트릭애씨드, 콜레스테롤, 히스티딘, 실리카, 아세틸글루코사민, 크레아틴, 우릭애씨드, 시스테인, 메티오닌",36개월 (개봉 후 1년),세럼
261,아하 7 화이트헤드 파워 리퀴드,코스알엑스,"15,600",100ml,"사과수, 부틸렌글라이콜, 글라이콜릭애씨드, 나이아신아마이드, 소듐하이드록사이드, 1,2-헥산다이올, 판테놀, 소듐하이알루로네이트, 잔탄검, 에틸헥산다이올",상품 발송일 기준으로 사용기한이 18개월 이상 남아있는 제품부터 순차적으로 판매 (유통 기한 36개월 / 개봉 후 12개월 이내 사용 권장),세럼
262,안티옥시던트 래디언스 앰플 더블 기획,브이앤에이뷰티,"60,000",30ml,"미네랄워터, 프로판다이올, 아이소펜틸다이올, 부틸렌글라이콜, 메틸프로판다이올, 펜틸렌글라이콜, 1,2-헥산다이올, 나이아신아마이드, 치자꽃추출물, 살비아수, 센티드제라늄추출물, 병풀추출물, 무화과추출물, 다시마추출물, 한련초잎추출물, 카카오씨추출물, 데이지꽃추출물, 돌콩추출물, 하이드로제네이티드레시틴, 센티드제라늄꽃오일, 라벤더오일, 연필향나무오일, 아틀라스시다나무껍질오일, 발삼아미리스껍질오일, 광곽향오일, 로즈힙열매오일, 옥틸도데세스-16, 카보머, 트로메타민, 에칠아스코빌에텔, 하이드롤라이즈드하이알루로닉애씨드, 아데노신, 프룩토올리고사카라이드, 다이소듐이디티에이, 판테놀, 베타-글루칸, 3-O-에틸아스코빅애씨드, 세라마이드엔피, 덱스트린, 엑토인, 발삼코파이바수지, 사이아노코발아민, 알지닌, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 테트라하이드로피페린, 플로레틴, 정제수, 에틸헥실글리세린, 시트로넬올, 리날룰, 제라니올",제조일로 부터 36개월 / 개봉 후 12개월,세럼
263,알로에 2% + NAG 2% 솔루션,디오디너리,"19,700",30ml,"정제수, 프로판다이올, 글리세린, 다이프로필렌글라이콜, 알로에베라잎즙가루, 아세틸글루코사민, 팔미토일펜타펩타이드-4, 바이오사카라이드검-2, 펜틸렌글라이콜, 잔탄검, 아이소세테스-20, 하이드록시메톡시페닐데칸온, 소듐락테이트, 락틱애씨드, 소듐하이드록사이드, 에틸헥실글리세린, 페녹시에탄올, 클로페네신",개봉 후 12개월(제조연월 별도표기),세럼
264,알로에 에센셜 중건성용,시드물,"8,900",165ml,"알로에베라잎즙(46%),정제수,부틸렌글라이콜,글리세린,소듐하이알루로네이트,하이드롤라이즈드콜라겐,카퍼트라이펩타이드-1,1,2-헥산다이올,펜틸렌글라이콜,카프릴릴글라이콜,베타-글루칸,락토바실러스/콩발효추출물,흰버드나무껍질추출물(구명칭:화이트윌로우껍질추출물),육계나무껍질추출물,오레가노잎추출물,편백잎추출물,황금추출물,쇠비름추출물(구명칭:마치현추출물),바위손추출물(구명칭:권백추출물),관중추출물,실새삼씨추출물,알란토인,알지닌,소듐카보머,카보머",제조년월일: 2022년 07월 19일(730일),세럼
265,알로에 에센셜 지성용,시드물,"8,900",165ml,"알로에베라잎수(제주산,40%),정제수,알로에베라잎즙(10%),부틸렌글라이콜,글리세린,소듐하이알루로네이트,알란토인,카페오일트라이펩타이드-1,하이드롤라이즈드콜라겐,치마버섯균사체발효여과추출물,알지닌,바위손추출물(구명칭:권백추출물),관중추출물,실새삼씨추출물,락토바실러스/콩발효추출물,흰버드나무껍질추출물(구명칭:화이트윌로우껍질추출물),육계나무껍질추출물(구명칭:육계추출물),오레가노잎추출물,편백잎추출물(구명칭:편백나무잎추출물),황금추출물,쇠비름추출물(구명칭:마치현추출물),카보머,1,2-헥산다이올",제조년월일: 2022년 08월 02일(730일),세럼
266,애프터 쉐이브,바버501,"18,900",165ml,"에탄올, 정제수, 향료, 다이프로필렌글라이콜, 부틸렌글라이콜, 1,2-헥산다이올, 티트리꽃/잎/줄기추출물, 버지니아풍년화잎추출물, 병풀추출물, 녹차추출물, 판테놀, 멘틸락테이트, 알란토인, 글리세린, 티트리잎오일, 스피어민트잎오일, 카프릴릴글라이콜, 멘톨, 적색227호, 황색4호, 알파-아이소메틸아이오논, 벤질살리실레이트, 시트랄, 시트로넬올, 쿠마린, 헥실신남알, 리모넨, 리날룰",개봉전: 제조일로부터 36개월 / 개봉후: 개봉일로부터 12개월,스킨토너
267,앰플&토너 수분진정,더마펌,"33,000",-,"정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 버지니아풍년화추출물, 하이드롤라이즈드콜라겐",제조일로부터 36개월(개봉 후 12개월),세럼
268,어니언 뉴페어 B5 앰플,이즈앤트리,"24,000",50ml,"양파추출물(850,000 ppm), 판테놀(50,000 ppm), 1,2-헥산다이올, 나이아신아마이드, 트레할로오스, 베타인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알지닌, 부틸렌글라이콜, 카프릴릴글라이콜, 정제수, 알란토인, 펜틸렌글라이콜, 하이드록시아세토페논, 카페인, 아세틸글루코사민, 인도멀구슬나무꽃추출물, 아데노신, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아이비고드열매추출물, 다이소듐이디티에이, 트라넥사믹애씨드, 페룰릭애씨드, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트",개봉 전 36개월 / 개봉 후 12개월,세럼
269,어니언 뉴페어 겔크림,이즈앤트리,"32,000",[본품]50ml+[증정]20ml,"양파추출물(719,124ppm), 프로판다이올, 글리세린, 정제수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 1,2-헥산다이올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 소듐헤파린, 알란토인, 판테놀, 약모밀추출물, 세테아릴알코올, 비닐다이메티콘, 카보머, 세테아릴올리베이트, 솔비톨, 솔비탄올리베이트, 바이오사카라이드검-1, 소듐폴리아크릴로일다이메틸타우레이트, 소듐아스코빌포스페이트, 트로메타민, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 솔비탄아이소스테아레이트, 하이드로제네이티드폴리데센, 에틸헥실글리세린, 시트릭애씨드, 아데노신, 하이드록시에틸셀룰로오스, 아이비고드열매추출물, 다이소듐이디티에이, 베타인, 소듐시트레이트, 트라넥사믹애씨드, 트라이데세스-10, 가지열매추출물, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트, 참산호말추출물, 홀리바질잎추출물, 울금뿌리추출물",개봉전 30개월/개봉후 12개월,크림
270,어드벤스드 스네일 96 뮤신 파워 에센스,코스알엑스,"16,800",100ml,"달팽이점액여과물, 베타인, 부틸렌글라이콜, 1,2-헥산다이올, 소듐폴리아크릴레이트, 페녹시에탄올, 소듐하이알루로네이트, 알란토인, 에틸헥산다이올, 카보머, 판테놀, 알지닌","제조일로부터 36개월 (개봉 후 12개월, 제조일자는 수시 변경되므로 기재가 어렵습니다.)",세럼
271,어린쑥 수분진정 플루이드,한율,"32,000",125ml,"정제수, 프로판다이올, 글리세린, 메틸트라이메티콘, 황해쑥잎수(18,944 ppm), 1,2-헥산다이올, 피씨에이다이메티콘, 천궁수, 왜당귀뿌리수, 실리카, 판테놀(5,000 ppm), 부틸렌글라이콜, 폴리메틸실세스퀴옥세인, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리글리세릴-6카프릴레이트, 폴리글리세릴-4카프레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 잔탄검, 글리세릴카프릴레이트, 향료, 2,3-부탄다이올, 에틸헥실글리세린, 다이소듐이디티에이, 레시틴, 락토바실러스발효물, 이눌린라우릴카바메이트, 황해쑥잎추출물(10 ppm), 병풀꽃/잎/줄기추출물, 토코페롤","사용기한 36개월, 개봉후 12개월 이내 사용",로션
272,어린쑥 수분진정크림,한율,"38,000",55ml+25ml+어린쑥,"정제수, 글리세린, 부틸렌글라이콜, 다이카프릴릴에터, 황해쑥잎수(35,724ppm),","사용기한 36개월, 개봉후 12개월 이내 사용",크림
273,어성초 70 데일리 로션,아누아,"28,000",200ml,"약모밀추출물(70%), 글리세린, 1,2-헥산다이올, 메틸트라이메티콘, 에틸헥실스테아레이트, 부틸렌글라이콜, 하이드로제네이티드폴리(C6-14올레핀), 폴리글리세릴-3다이스테아레이트, 물푸레나무추출물, 바질꽃/잎/줄기추출물, 당느릅나무뿌리추출물, 줄맨드라미씨추출물, 하이드로제네이티드레시틴, 소듐하이알루로네이트, 글리세릴글루코사이드, 정제수, 글리세릴스테아레이트, 트레할로오스, 알지닌, 카보머, 글리세릴스테아레이트시트레이트, 소듐스테아로일글루타메이트, 글루코오스, 다이소듐이디티에이, 베타인, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 에틸헥실글리세린",제조일자로 부터 36개월 / 개봉 후 12개월,로션
274,어성초 77 수딩 토너,아누아,"45,000",350ml+진정마스크,"약모밀추출물(77%), 정제수, 1,2-헥산다이올, 글리세린, 베타인, 병풀추출물, 체이스트트리추출물, 우엉뿌리추출물, 진흙버섯추출물, 쇠비름추출물, 포도추출물, 사과추출물, 사탕수수추출물, 판테놀, 마트리카리아꽃추출물, 소듐하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 메틸프로판다이올, 부틸렌글라이콜, 아이소펜틸다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 다이소듐이디티에이",제조일로부터 30개월 / 개봉 후 12개월,스킨토너
275,어성초 77 토너,아누아,"30,500",350ml,"약모밀추출물, 정제수, 1,2-헥산다이올, 글리세린, 베타인, 병풀추출물, 체이스트트리추출물, 우엉뿌리추출물, 진흙버섯추출물, 쇠비름추출물, 포도추출물, 사과추출물, 사탕수수추출물, 판테놀, 마트리카리아꽃추출물, 소듐하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 메틸프로판다이올, 부틸렌글라이콜, 아이소펜틸다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 다이소듐이디티에이",제조일자로 부터 30개월 / 개봉 후 12개월,스킨토너
276,어성초 80 수분 진정 앰플,아누아,"29,000",30ml,"약모밀추출물,부틸렌글라이콜,글리세린,1,2-헥산다이올,베타인,결명씨추출물,판테놀,하이드록시에틸셀룰로오스,소듐하이알루로네이트,알지닌,카보머,에틸헥실글리세린.",제조일자로 부터 36개월 / 개봉 후 12개월,세럼
277,어성초 80 수분 진정 앰플 기획,아누아,"46,000",60ml,"약모밀추출물(80%),부틸렌글라이콜,글리세린,1,2-헥산다이올,베타인,결명씨추출물,판테놀,하이드록시에틸셀룰로오스,소듐하이알루로네이트,알지닌,카보머,에틸헥실글리세린",제조 후 36개월 (개봉 후 12개월),세럼
278,어성초 스킨 토너,헤이네이처,"25,000",150ml+토너패드,[어성초 카밍 토너 패드 파우치 전성분],제조일로부터 30개월,스킨토너
279,어성초 앰플,헤이네이처,"23,000",20ml,"정제수,약모밀추출물(20%),부틸렌글라이콜,글리세린,1,2-헥산다이올,판테놀,베타인,백미꽃추출물,월계수잎추출물,유칼립투스잎추출물,마데카소사이드,아시아티코사이드,도금양열매추출물,병풀추출물,녹차추출물,황금추출물,마트리카리아꽃추출물,동충하초추출물,폴리글리세릴-10라우레이트,폴리글리세릴-10미리스테이트,프로판다이올,덱스트린,스클레로튬검,잔탄검,에틸헥실글리세린,유향나무오일,리모넨",제조일부터 2년 6개월,세럼
280,어성초 에센스 카밍펌프,아비브,"27,000",50ml,"약모밀추출물, 글리세린, 정제수, 메틸프로판다이올, 다이프로필렌글라이콜, 글리세레스-26, 아이리쉬모스추출물, 사탕수수추출물, 워터민트추출물, 소듐하이알루로네이트, 파스향나무잎추출물, 부틸렌글라이콜, 하이드록시에틸우레아, 판테놀, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 카프릴릴글라이콜, 석시닉애씨드, 1,2-헥산다이올, 잔탄검",제조일로부터 36개월 / 개봉후 12개월,세럼
281,어성초 카밍 토너 스킨부스터,아비브,"45,000",500ml+화장솜,"정제수, 약모밀추출물, 글리세린, 부틸렌글라이콜, 펜틸렌글라이콜, 자일리톨, 비피다발효용해물, 소듐하이알루로네이트, 돌콩추출물, 병풀추출물, 하이드롤라이즈드하이알루로닉애씨드, 황금추출물, 파스향나무잎추출물, 인동덩굴꽃추출물, 베타인, 1,2-헥산다이올, 판테놀, 에틸헥실글리세린, 옥탄다이올, 토코페롤, 바이오사카라이드검-4, 다이소듐이디티에이, 잔탄검","제조일로부터 24개월, 개봉후 12개월",스킨토너
282,어성초 카밍 토너 스킨부스터 더블 기획,아비브,"39,000",200ml+200ml,"정제수, 약모밀추출물, 글리세린, 부틸렌글라이콜, 펜틸렌글라이콜, 자일리톨, 비피다발효용해물, 소듐하이알루로네이트, 돌콩추출물, 병풀추출물, 하이드롤라이즈드하이알루로닉애씨드, 황금추출물, 파스향나무잎추출물, 인동덩굴꽃추출물, 베타인, 1,2-헥산다이올, 판테놀, 에틸헥실글리세린, 옥탄다이올, 토코페롤, 바이오사카라이드검-4, 다이소듐이디티에이, 잔탄검","제조일로부터 24개월, 개봉후 12개월",스킨토너
283,에빠끌라 AI,라로슈포제,"18,000",15ml,"정제수,사이클로헥사실록산,이소노닐이소노나노에이트,프로필렌글라이콜,이소헥사데칸,나이아신아마이드,피이지-100스테아레이트,글리세릴스테아레이트,세틸알코올,암모늄폴리아크릴로일디메칠타우레이트,스테아릴알코올,이소부탄,소듐하이드록사이드,미리스틸알코올,카프릴로일글라이신,카프릴로일살리실릭애씨드,시트릭애씨드,잔탄검,t-부틸알코올,아크릴로나이트릴/메틸메타크릴레이트/비닐리덴클로라이드코폴리머,살리실릭애씨드,클로헥시딘디글루코네이트,피록톤올아민,향료",제조일로부터 3년 이내 / 개봉후 12개월,세럼
284,에빠끌라 H 토너,라로슈포제,"27,000",200ml,정제수 부틸렌글라이콜 피이지-8 글리세린 소듐피씨에이 피이지-60하이드로제네이티드캐스터오일 살리실릭애씨드 클로페네신 디포타슘글리시리제이트 테트라소듐이디티에이 소듐시트레이트 시트릭애씨드 포타슘하이드록사이드 잔탄검 토코페릴아세테이트,개봉전: 제조일로부터 3년 이내 / 개봉 후: 12개월,스킨토너
285,에빠끌라 듀오+ 에센스,라로슈포제,"31,000",40ml,"정제수, 글리세린, 디메치콘, 이소세틸스테아레이트, 나이아신아마이드, 이소프로필라우로일사코시네이트, 실리카, 암모늄폴리아크릴로일디메칠타우레이트, 메칠메타크릴레이트크로스폴리머, 포타슘세틸포스페이트, 소르비탄올리에이트, 징크피씨에이, 글리세릴스테아레이트에스이, 이소헥사데칸, 소듐하이드록사이드, 미리스틸미리스테이트, 2-올레아미도-1,3-옥타데칸디올, 알루미늄스타치옥테닐석시네이트, 만노오스, 폴록사머338, 디소듐이디티에이, 카프릴로일살리실릭애씨드, 카프릴릴글라이콜, 비트레오실라발효물, 잔탄검, 폴리소르베이트80, 아크릴아마이드/소듐아크릴로일디메칠타우레이트코폴리머, 살리실릭애씨드, 피록톤올아민, 향료",제조일로부터 1년 6개월 이내의 상품을 순차적으로 발송 / 제조일로부터 3년 이내,세럼
286,에빠끌라 울트라 컨센트레이티드 세럼,라로슈포제,"48,000",30ml,정제수 변성알코올 글리세린 프로판다이올 나이아신아마이드 락틱애씨드 하이드록시에틸피페라진에탄설포닉애씨드 하이드록시아세토페논 소듐하이드록사이드 하이드록시프로필구아 살리실릭애씨드 파이틱애씨드,개봉전: 제조일로부터 3년 이내 / 개봉 후: 12개월,세럼
287,에이-옥시티브 항산화 세럼,아벤느,"48,000",30ml,"아벤느 온천수(아쿠아),글리세린,아이소도데케인,펜틸렌글라이콜,정제수,다이메티콘,아스코빌글루코사이드,폴리메틸메타크릴레이트,카프릴릭/카프릭트라이글리세라이드,토코페릴글루코사이드,아르테미아추출물,C12-20알킬글루코사이드,C14-22알코올,세트리모늄브로마이드,시트릭애씨드,다이소듐이디티에이,조합향료,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,폴리솔베이트60,소듐벤조에이트,소듐시트레이트,소듐하이알루로네이트,소듐하이드록사이드,솔비탄아이소스테아레이트,잔탄검",제조일로부터 3년 개봉 후 1년이내,세럼
288,에이시카365 수분진정결토너,에스트라,"30,000",250ml,"정제수, 부틸렌글라이콜, 글리세린, 글루코노락톤, 트로메타민, 1,2-헥산다이올, 판테놀, 프로판다이올, 폴리쿼터늄-51, 에틸헥실글리세린, 다이소듐이디티에이, 마데카소사이드, 베타-글루칸, 폴리글리세릴-10라우레이트, 토코페롤, 스쿠알란, 피토스테롤",36개월 (개봉 후 1년),스킨토너
289,에이시카365 흔적 진정 세럼,에스트라,"38,000",40ml,"정제수, 글리세린, 부틸렌글라이콜, 다이프로필렌글라이콜, 베타인, 나이아신아마이드, 1,2-헥산다이올, 변성알코올, 스쿠알란, 다이에톡시에틸석시네이트, 폴리글리세릴-10스테아레이트, 수크로오스스테아레이트, 글리세릴폴리메타크릴레이트, 폴리글리세릴-10라우레이트, 피토스테롤, 카프릴릴메티콘, 카보머, 하이드로제네이티드레시틴, 하이드로제네이티드포스파티딜콜린, 트로메타민, 에틸헥실글리세린, 잔탄검, 프로판다이올, 셀룰로오스검, 다이소듐이디티에이, 마데카소사이드, 베타-글루칸, 토코페롤",36개월 (개봉 후 1년),세럼
290,에이시카365 흔적진정세럼,에스트라,"38,000",40ml,"정제수, 글리세린, 부틸렌글라이콜, 다이프로필렌글라이콜, 베타인, 나이아신아마이드, 1,2-헥산다이올, 변성알코올, 스쿠알란, 다이에톡시에틸석시네이트, 폴리글리세릴-10스테아레이트, 수크로오스스테아레이트, 글리세릴폴리메타크릴레이트, 폴리글리세릴-10라우레이트, 피토스테롤, 카프릴릴메티콘, 카보머, 하이드로제네이티드레시틴, 하이드로제네이티드포스파티딜콜린, 트로메타민, 에틸헥실글리세린, 잔탄검, 프로판다이올, 셀룰로오스검, 다이소듐이디티에이, 마데카소사이드, 베타-글루칸, 토코페롤",36개월 (개봉 후 1년),세럼
291,에이씨컬렉션 블레미쉬 스팟 클리어링 세럼,코스알엑스,"25,000",-,"프로폴리스추출물, 부틸렌글라이콜, 나이아신아마이드, 판테놀, 1,2-헥산다이올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 엑토인, 에틸헥실글리세린, 글리세린, 폴리글리세릴-10미리스테이트, 폴리글리세릴-10라우레이트, 알란토인, 소듐하이알루로네이트, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 해바라기씨오일, 마카다미아씨오일, 티트리잎오일, 수크로오스다이스테아레이트, 글리세릴스테아레이트, 하이드로제네이티드레시틴, 다이프로필렌글라이콜, 세라마이드엔피",상품 발송일 기준으로 사용기한이 18개월 이상 남아있는 제품부터 순차적으로 판매 (유통 기한 36개월 / 개봉 후 12개월 이내 사용 권장),세럼
292,에이지알 글루타치온 글로우 앰플,메디큐브 에이지알,"40,600",50ml,"정제수, 글리세린, 피이지-8, 나이아신아마이드, 부틸렌글라이콜, 메틸프로판다이올, 1,2-헥산다이올, 베타인, 글리세레스-26, 비스-피이지-18메틸에터다이메틸실레인, 폴리글리세릴-10라우레이트, 비피다발효용해물, 메틸글루세스-20, 판테놀, 스쿠알란, 글루코실루틴, 하이드로제네이티드레시틴, 카보머, 카프릴릭/카프릭트라이글리세라이드, 트로메타민, 잔탄검, 프로판다이올, 향료, 에틸헥실글리세린, 글루타티온(500ppm), 아데노신, 세라마이드엔피, 소듐파이테이트, 벤질글라이콜, 하이드롤라이즈드글라이코사미노글리칸, 소듐하이알루로네이트, 덱스트린, 카카오추출물, 베타-글루칸, 사이아노코발아민, 소듐하이알루로네이트크로스폴리머, 토코페롤, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 수용성콜라겐, 하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 소듐스테아로일글루타메이트","개봉전 24개월, 개봉후 12개월",세럼
293,에이지알 부스터 젤 세럼,메디큐브 에이지알,"26,600",100ml,"정제수,프로판다이올, 나이아신아마이드, 1,2-헥산다이올, 사막장미잎세포추출물, 아라비안자스민잎세포추출물, 소듐하이알루로네이트, 수용성콜라겐, 하이드롤라이즈드하이알루로닉애씨드, 펜틸렌글라이콜, 소듐폴리아크릴로일다이메틸타우레이트, 글리세린, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 카프릴릴글라이콜, 에틸헥실글리세린, 다이포타슘글리시리제이트, 아데노신, 소듐파이테이트, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, 소듐폴리아크릴레이트, 부틸렌글라이콜, 소듐클로라이드, 토코페롤, 소듐바이카보네이트, 칼슘클로라이드, 포타슘클로라이드, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트","개봉전 36개월, 개봉후 12개월",세럼
